customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2331-YFAX,Female,0,Yes,No,46,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,96.35,4414.24,Yes
6115-WJSQ,Female,0,Yes,No,12,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),99.95,1202.82,No
3180-DJXQ,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),43.34,969.39,No
6449-QTXE,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,118.75,5101.5,Yes
8941-UBMK,Male,0,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),85.08,664.63,No
2906-OYWW,Male,1,No,Yes,58,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,104.05,6006.9,No
7238-KVPH,Female,0,Yes,No,29,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.61,2146.88,No
9472-CCRZ,Female,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.93,1468.46,No
8570-UERJ,Female,1,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.11,4633.97,Yes
4900-VUFA,Male,0,No,No,15,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,76.6,1165.79,No
7376-LZNB,Male,0,Yes,No,52,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.08,4312.7,No
8240-ZYOY,Male,0,No,No,1,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,107.84,107.84,Yes
7493-KPQZ,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),113.65,7486.86,No
2276-TOOX,Female,0,Yes,No,41,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),118.75,4823.11,No
9717-ZWNX,Male,0,Yes,No,63,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.43,5378.3,No
1364-ZNXS,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.0,243.18,No
6126-COWN,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,105.73,7633.07,No
7506-OMRZ,Female,0,Yes,No,20,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,69.39,1375.27,No
7949-CSOY,Male,0,Yes,No,59,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.25,6404.47,No
6750-EJGY,Female,1,No,No,33,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,110.3,3606.87,No
2296-GVZL,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.5,328.14,Yes
5632-QMTY,Male,0,No,No,61,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,70.22,4258.82,No
8561-CIMR,Male,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),99.94,101.18,No
7371-OVBO,Female,0,Yes,No,49,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,85.46,4152.46,No
8943-HQLS,Male,0,Yes,No,25,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,76.21,1925.24,No
3472-EFTZ,Male,1,No,Yes,36,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,57.06,2048.92,Yes
2761-XMFE,Female,0,No,No,54,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),71.7,3874.06,No
2460-VUFF,Male,0,Yes,No,17,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),82.42,1432.78,No
6622-PDKX,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.29,782.13,No
9434-HEDX,Male,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),93.65,2704.32,No
6342-FBTK,Male,0,No,No,16,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,71.44,1112.1,No
9195-OFVQ,Male,0,No,No,41,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),107.82,4414.57,No
3551-FSYB,Female,1,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),84.93,888.12,Yes
1846-KHZS,Male,0,No,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.53,1042.14,No
7316-LEFZ,Male,1,Yes,Yes,54,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),88.95,4829.07,No
9915-ATQL,Female,0,No,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,85.29,No
3048-ZNFE,Female,0,Yes,No,34,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,86.5,2950.43,No
2917-KDMK,Male,0,No,Yes,64,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,52.94,3351.57,No
4744-FRXJ,Male,1,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.23,988.93,No
1260-WJLB,Male,0,No,Yes,71,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.45,5719.41,No
3060-HBTA,Female,0,No,No,71,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,107.72,7649.01,No
2342-EIQI,Male,1,No,No,35,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.03,3450.84,No
2994-OXFW,Female,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),97.95,3207.31,Yes
4490-QELR,Female,0,No,Yes,35,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,86.41,3002.51,No
2908-XKIB,Female,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,118.58,6384.86,Yes
3635-CCAH,Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),74.57,206.33,No
4391-VHKI,Male,1,Yes,No,10,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,83.67,842.79,Yes
7413-CUEE,Male,0,No,No,58,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,92.78,5381.53,No
3898-NZDY,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),82.65,207.6,No
2065-YRHH,Male,0,Yes,No,11,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,87.72,961.45,No
7943-SFAW,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,49.61,3591.32,No
5670-OAYQ,Female,0,Yes,Yes,20,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.41,1949.67,No
2248-OWBN,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,85.07,1781.52,No
4687-HSGS,Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),89.42,1516.6,Yes
9389-FCGS,Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,94.76,514.82,No
9135-JTOO,Female,0,No,No,64,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.26,6578.86,No
6788-ATGD,Male,0,No,Yes,54,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),80.49,4354.16,No
3204-FYAE,Female,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,37.32,1434.66,No
1950-ADVB,Male,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.14,5609.56,Yes
5612-JAVF,Female,0,No,No,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),103.01,4424.93,Yes
7028-ODMX,Male,1,No,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,118.75,7261.17,No
8863-OHEO,Male,0,Yes,No,28,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,100.45,2774.19,No
3371-LMBS,Female,0,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,43.99,786.0,No
7898-DDZK,Female,0,No,Yes,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),87.07,2324.47,No
3116-TKJH,Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,90.59,1658.72,No
7166-OZNK,Female,0,No,No,30,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.74,2837.96,No
3443-ZMHR,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,118.75,6248.99,Yes
1984-AOHK,Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),102.56,6261.87,No
4531-LDPD,Female,0,No,No,13,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,83.92,1091.0,No
4876-HJQZ,Female,0,No,Yes,49,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,77.39,3783.97,No
7024-VSNH,Female,0,Yes,No,58,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,81.44,4726.57,No
4368-VKWA,Female,0,No,No,69,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.46,6105.22,No
6732-UZND,Female,0,No,Yes,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,107.88,6149.06,No
4030-YAVW,Male,0,Yes,No,8,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),93.0,751.52,No
7514-HOUO,Male,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),95.8,5363.82,No
8112-UIJT,Female,0,Yes,No,40,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),80.06,3211.92,No
7456-UZIC,Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),44.32,1151.76,No
9766-TYZK,Male,1,No,No,57,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.62,3801.34,No
8973-BGRB,Female,0,Yes,Yes,67,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,78.16,5220.63,No
7490-QKLS,Female,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),96.53,5508.88,No
2205-XYGT,Female,1,No,No,23,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,72.83,1671.5,No
4572-XAQK,Female,0,No,Yes,61,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,108.06,6567.97,No
5757-ZRUQ,Male,0,No,Yes,66,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,89.95,5918.23,No
1966-QTIQ,Female,1,Yes,No,2,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,107.6,209.39,Yes
5243-VVHQ,Male,0,Yes,No,50,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),93.23,4665.05,No
5422-AMWS,Female,0,No,Yes,66,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,79.94,5272.94,No
9058-XSQM,Male,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),46.59,2578.77,No
9477-PHSR,Male,1,No,Yes,19,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,83.43,1546.38,No
1768-NSOR,Male,0,Yes,Yes,44,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,86.15,3769.81,No
7645-QRFS,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),97.87,472.62,Yes
5926-DAHW,Female,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,99.99,3222.09,Yes
9038-CJJS,Female,0,Yes,No,42,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),98.48,4125.65,No
7305-AWWR,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,107.58,5281.58,Yes
4462-HAYW,Female,0,No,Yes,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),107.99,2812.08,No
6954-XWHV,Female,0,Yes,No,29,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,70.17,2062.92,Yes
4310-ECSA,Male,0,No,Yes,17,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),72.26,1227.86,No
4675-OHBC,Female,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),105.21,3065.17,Yes
3143-XNXN,Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.4,485.38,No
3538-PDTE,Female,0,Yes,Yes,61,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,76.79,4709.07,No
7612-NWPR,Male,0,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),47.93,951.65,No
7150-JGAW,Male,1,No,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.52,211.49,No
5242-PSDR,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,114.12,5482.75,No
9705-AOET,Male,0,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,47.2, ,No
4594-JBCW,Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,83.83,4532.72,Yes
5491-TEEF,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.11,2522.11,Yes
2279-IBUL,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,107.73,4939.66,Yes
6986-TZVL,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.86,2213.37,No
3679-NWQR,Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.1,1465.66,No
4186-QNIH,Female,0,Yes,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.99,598.54,No
5033-MYGI,Female,0,No,Yes,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.43,3569.43,No
6877-VKND,Female,0,No,No,54,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,109.09,5893.82,No
7809-ZMBW,Male,1,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),107.29,2897.22,No
9996-KFRU,Female,1,No,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.52,4763.77,No
6475-IFBQ,Male,0,No,No,15,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,83.59,1255.93,Yes
6796-YFZL,Female,0,No,No,55,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,72.85,3986.26,No
2622-UJVU,Male,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.7,1120.9,No
3074-YFHB,Male,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),42.48,1163.99,No
7136-UGJM,Female,0,Yes,No,45,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,83.72,3778.67,No
3969-UZNB,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),115.87,7626.51,No
4067-VKAS,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,104.23,1519.93,No
5788-DSZU,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.53,1597.2,No
4850-HKDQ,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.53,5919.43,No
9378-GHCV,Female,0,No,No,21,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),103.48,2155.03,No
5150-OXVV,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.86,605.42,No
7212-XAZD,Female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),116.92,2449.3,Yes
9942-TSCT,Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,106.68,1602.91,Yes
8101-MKBI,Female,0,Yes,No,55,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),78.63,4330.63,No
1153-BUII,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.64,85.79,No
3343-QAYK,Female,0,No,No,52,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Mailed check,90.07,4688.71,No
2639-JYGC,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,113.91,3876.82,No
2252-LLSF,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,2360.96,Yes
8009-LSEL,Female,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),103.0,6577.08,No
5090-QQJY,Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),109.34,6138.76,No
8982-LPXS,Male,0,No,Yes,46,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.07,4847.4,No
6895-UQWE,Female,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.98,1094.43,No
3421-PFHY,Female,0,No,No,47,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,85.9,4064.34,No
7609-YLOZ,Female,0,Yes,No,38,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.03,3888.25,No
9680-MZOJ,Female,0,No,No,29,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,77.3,2258.85,No
5806-QWZU,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.18,1867.13,No
4157-ZGNO,Female,1,Yes,No,15,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),64.43,950.71,No
9820-GISP,Male,1,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,96.16,173.39,Yes
9007-RWRT,Female,1,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,94.05,5623.55,No
4042-RJGQ,Female,0,No,No,1,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),94.61,94.61,No
8693-XCLM,Female,1,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,52.29,1308.62,No
1130-EKHZ,Female,0,No,Yes,17,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,91.97,1601.71,Yes
5278-WLGO,Female,0,No,Yes,65,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),78.02,5069.11,No
7640-DVYM,Female,0,Yes,Yes,39,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),65.29,2532.79,No
9684-JLBW,Male,0,Yes,No,2,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,92.66,194.19,No
9930-JBWM,Male,0,Yes,No,16,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,69.66,1137.98,No
4810-GNTQ,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,110.09,2510.82,No
9436-LYPX,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,103.5,103.5,Yes
2771-OYJY,Female,0,Yes,No,69,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,84.74,5830.72,No
9190-GTEA,Male,0,Yes,No,39,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),91.32,3567.09,Yes
4760-CMNX,Female,0,Yes,No,25,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.07,1842.53,Yes
3033-DREY,Female,1,Yes,No,56,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,71.81,4034.49,No
9623-AUNO,Female,0,Yes,No,48,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.62,3639.35,Yes
3632-OQYX,Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),98.82,5535.97,No
